id,departureTs,departureTs_c,VOT,VOT_c,type,type_c,TravelTimeDifference(h)
1,1546293600.0,1546293600.0,35.91184404553418,51.922684710373154,car,car,0.0225
2,1546293601.0,1546293601.0,57.44025227121538,43.86785553946379,car,car,0.022222222222222223
3,1546293602.0,1546293602.0,45.586071667896086,40.551674038324386,car,car,0.021944444444444444
4,1546293603.0,1546293603.0,48.95082288612831,66.76111318687393,car,car,0.021666666666666667
5,1546293604.0,1546293604.0,46.489197259352565,40.047634906760955,car,car,0.021666666666666667
6,1546293605.0,1546293605.0,46.19651313034387,42.88193654384072,car,car,0.021388888888888888
7,1546293606.0,1546293606.0,47.82136529772995,62.457047876215825,car,car,0.021111111111111112
8,1546293607.0,1546293607.0,54.1688222016284,73.89611423630316,car,car,0.020833333333333332
9,1546293608.0,1546293608.0,48.60015923305061,57.94347343844919,car,car,0.020833333333333332
10,1546293609.0,1546293609.0,36.5454834272341,49.05170362071423,car,car,0.020555555555555556
11,1546293610.0,1546293610.0,63.2492634956268,44.56150134368373,car,car,0.020277777777777777
12,1546293611.0,1546293611.0,41.24940890019924,49.82219346384781,car,car,0.020277777777777777
13,1546293612.0,1546293612.0,51.998163415808136,55.404372853358154,bus,bus,0.02
14,1546293613.0,1546293613.0,43.34175286488124,52.034876750525164,bus,bus,0.019444444444444445
15,1546293614.0,1546293614.0,34.45114869163186,47.7511124757366,car,car,0.021111111111111112
16,1546293615.0,1546293615.0,69.70171358090457,58.504922467982865,car,car,0.021111111111111112
17,1546293616.0,1546293616.0,50.37024837134966,42.47441160158539,car,car,0.021111111111111112
18,1546293617.0,1546293617.0,55.310379084443106,48.55288522538956,car,car,0.020833333333333332
19,1546293618.0,1546293618.0,39.30516877634879,30.04907981485855,car,car,0.021111111111111112
20,1546293619.0,1546293619.0,57.38913127900192,63.36775124688718,car,car,0.021111111111111112
21,1546293620.0,1546293620.0,52.441006818200606,44.73160144601462,car,car,0.020833333333333332
22,1546293621.0,1546293621.0,44.249023288201975,33.568889208111976,car,car,0.021111111111111112
23,1546293622.0,1546293622.0,40.387846825919404,70.66668982566661,car,car,0.021111111111111112
24,1546293623.0,1546293623.0,49.73463931694758,48.74278401743244,car,car,0.021111111111111112
25,1546293624.0,1546293624.0,46.47393427693282,55.62086550349632,car,car,0.021111111111111112
26,1546293625.0,1546293625.0,47.97995673816338,42.184636475972844,car,car,0.021111111111111112
27,1546293626.0,1546293626.0,67.29341063623522,56.129084688355846,bus,bus,0.021111111111111112
28,1546293627.0,1546293627.0,62.07011663355779,50.925449736354715,bus,bus,0.021111111111111112
29,1546293628.0,1546293628.0,56.288913258960335,33.73431731005286,car,car,-0.012222222222222223
30,1546293629.0,1546293629.0,44.234883889161345,63.44611821450466,car,car,0.020833333333333332
31,1546293630.0,1546293630.0,51.274592234004075,54.09773355911924,car,car,-0.011944444444444445
32,1546293631.0,1546293631.0,45.1778413817499,60.788047954119506,car,car,0.036944444444444446
33,1546293632.0,1546293632.0,53.90537344460182,44.71226277474196,car,car,-0.011944444444444445
34,1546293633.0,1546293633.0,65.89330923080976,56.611917729737556,car,car,-0.011944444444444445
35,1546293634.0,1546293634.0,48.117503970765554,48.870614260712394,car,car,0.036944444444444446
36,1546293635.0,1546293635.0,53.453367168087595,49.65185885323868,car,car,-0.011666666666666667
37,1546293636.0,1546293636.0,29.200907164371294,35.82427653173701,bus,bus,0.035
38,1546293637.0,1546293637.0,54.43695323780445,59.24337004985526,bus,bus,-0.013055555555555556
39,1546293638.0,1546293638.0,49.9817185425887,55.18870362691939,bus,bus,0.034444444444444444
40,1546293639.0,1546293639.0,34.08723247049794,36.35497969392116,bus,bus,0.034444444444444444
41,1546293640.0,1546293640.0,63.037525189257664,47.455003793742435,car,car,-0.01138888888888889
42,1546293641.0,1546293641.0,49.50269147709989,51.78891920079317,car,car,0.03361111111111111
43,1546293642.0,1546293642.0,51.17781953632716,67.09377208224396,car,car,-0.011111111111111112
44,1546293643.0,1546293643.0,51.15061147656228,38.7849101085987,car,car,-0.011111111111111112
45,1546293644.0,1546293644.0,43.63300243651891,42.424730521611664,car,car,0.03388888888888889
46,1546293645.0,1546293645.0,47.66242234855642,61.788397477967465,car,car,0.03361111111111111
47,1546293646.0,1546293646.0,45.68138243989654,49.29626109387579,car,car,0.03361111111111111
48,1546293647.0,1546293647.0,46.34370630105657,50.746636586053,car,car,0.03388888888888889
49,1546293648.0,1546293648.0,44.702867394458806,42.30685270185925,bus,bus,0.02361111111111111
50,1546293649.0,1546293649.0,32.392517898308476,47.29156881595546,bus,bus,0.03277777777777778
51,1546293650.0,1546293650.0,61.00038396506027,60.67950188037622,bus,bus,-0.017222222222222222
52,1546293651.0,1546293651.0,49.14144464516343,43.17913408140525,bus,bus,0.024444444444444446
53,1546293652.0,1546293652.0,63.77025408489215,56.747046642621044,car,car,0.021111111111111112
54,1546293653.0,1546293653.0,49.18037102690534,44.211726311810125,car,car,0.021388888888888888
55,1546293654.0,1546293654.0,29.881691590329712,39.54730261473018,car,car,0.021666666666666667
56,1546293655.0,1546293655.0,36.56344112536536,49.03613775345879,car,car,0.021944444444444444
57,1546293656.0,1546293656.0,67.88924172838358,50.659604688878225,car,car,0.021944444444444444
58,1546293657.0,1546293657.0,52.6318827830014,54.21183173876043,car,car,0.021944444444444444
59,1546293658.0,1546293658.0,53.75262643870971,53.36715951547286,car,car,0.021944444444444444
60,1546293659.0,1546293659.0,60.817693995368636,52.48193857394301,car,car,0.021944444444444444
61,1546293660.0,1546293660.0,59.74539590429991,62.56665775362886,bus,bus,0.022222222222222223
62,1546293661.0,1546293661.0,49.74326481334171,62.638964193229846,bus,bus,0.0225
63,1546293662.0,1546293662.0,46.327686912684555,39.814665069021615,bus,bus,0.021944444444444444
64,1546293663.0,1546293663.0,55.6584233531057,58.75689437003115,bus,bus,0.021944444444444444
65,1546293664.0,1546293664.0,69.77148061878084,46.69456682591509,car,car,0.02638888888888889
66,1546293665.0,1546293665.0,55.35475616261821,53.31352968334799,car,car,0.026111111111111113
67,1546293666.0,1546293666.0,42.58037700528611,50.19215978678402,car,car,0.02638888888888889
68,1546293667.0,1546293667.0,65.63789188684166,48.801538648285764,car,car,0.02638888888888889
69,1546293668.0,1546293668.0,66.19436692248769,51.19811426360269,car,car,0.02666666666666667
70,1546293669.0,1546293669.0,52.392606037162736,40.589041923733575,car,car,0.02666666666666667
71,1546293670.0,1546293670.0,51.405594045644406,70.32796418137684,car,car,0.02666666666666667
72,1546293671.0,1546293671.0,47.45692228371024,52.33387976821507,car,car,0.02666666666666667
73,1546293672.0,1546293672.0,52.32363163075678,60.13658252266169,bus,bus,0.02666666666666667
74,1546293673.0,1546293673.0,56.25108116417522,53.935290374750295,bus,bus,0.02666666666666667
75,1546293674.0,1546293674.0,52.10035012554713,42.95834135466358,bus,bus,0.02666666666666667
76,1546293675.0,1546293675.0,55.71569101047327,48.35534441817919,bus,bus,0.02666666666666667
77,1546293676.0,1546293676.0,51.80161923156147,43.16820579572256,car,car,-0.01
78,1546293677.0,1546293677.0,54.06120084812471,37.06294446760694,car,car,-0.007222222222222222
79,1546293678.0,1546293678.0,28.221816497621624,59.31038383290064,car,car,0.01
80,1546293679.0,1546293679.0,50.40124458025639,54.72270341359472,car,car,-0.0077777777777777776
81,1546293680.0,1546293680.0,76.78528994346544,55.02597184251655,car,car,-0.008055555555555555
82,1546293681.0,1546293681.0,49.81661420962555,72.3799116136793,car,car,0.010277777777777778
83,1546293682.0,1546293682.0,40.09301238505302,45.37459142724012,car,car,0.010277777777777778
84,1546293683.0,1546293683.0,50.04106310732478,44.33508014062753,car,car,-0.008333333333333333
85,1546293684.0,1546293684.0,68.49797399806233,54.73179941964073,car,car,-0.008611111111111111
86,1546293685.0,1546293685.0,45.229802012126,65.02773404373195,car,car,0.010277777777777778
87,1546293686.0,1546293686.0,45.54597708597106,58.01466117681751,car,car,0.010277777777777778
88,1546293687.0,1546293687.0,62.13884886350207,42.40676792733592,car,car,-0.008888888888888889
89,1546293688.0,1546293688.0,53.992204753015116,45.680721541362985,car,car,-0.009166666666666667
90,1546293689.0,1546293689.0,54.68838582885201,68.30115718255605,car,car,-0.010833333333333334
91,1546293690.0,1546293690.0,46.69747075366071,63.339180864902765,car,car,0.0175
92,1546293691.0,1546293691.0,57.52825598384962,51.13720467694117,car,car,-0.008611111111111111
93,1546293692.0,1546293692.0,51.51752311745325,50.36149233412041,bus,bus,-0.010277777777777778
94,1546293693.0,1546293693.0,50.147808682019125,40.67402169618412,bus,bus,-0.008888888888888889
95,1546293694.0,1546293694.0,50.027688492899166,43.00110627825222,bus,bus,-0.01
96,1546293695.0,1546293695.0,56.14290846669664,61.11106399625193,bus,bus,-0.008888888888888889
97,1546293696.0,1546293696.0,51.57168077658722,46.46224642961132,car,car,0.024166666666666666
98,1546293697.0,1546293697.0,40.36679770033527,49.209147007199704,car,car,0.02388888888888889
99,1546293698.0,1546293698.0,63.37227709147969,63.49880043739448,car,car,0.023333333333333334
100,1546293699.0,1546293699.0,55.83261948605259,47.657357873148946,car,car,0.023333333333333334
101,1546293700.0,1546293700.0,52.038502302528904,48.738431239652705,car,car,0.023055555555555555
102,1546293701.0,1546293701.0,26.569113289754416,57.06508640549824,car,car,0.02277777777777778
103,1546293702.0,1546293702.0,39.424932441267984,62.32223117733286,car,car,0.022222222222222223
104,1546293703.0,1546293703.0,58.402109785109545,49.0137233272037,car,car,0.0225
105,1546293704.0,1546293704.0,49.67054327514271,44.03179104257523,car,car,0.013888888888888888
106,1546293705.0,1546293705.0,63.84923251538372,54.8057454757102,car,car,0.014444444444444444
107,1546293706.0,1546293706.0,66.28456144260765,54.78473432660727,car,car,0.022222222222222223
