id,type,driverType,maxSpeed,valueTime,probLaneChange,startTs,nodeOrigin_id,nodeDest_id,finishTs,laneType,currentLane_id,currentLaneProgress,timeBudget,changeLane
1,car,1,70,53.202767403145764,0.9,1546293746.0,12,1,1546293938.0,0,,,0.0,0
10,car,0,76,61.385099881627205,0.4,1546293757.0,1,12,1546293972.0,0,,,0.0,0
100,car,0,76,49.712016710767095,0.3,1546293764.0,2,13,1546294582.0,0,,,0.0,0
1000,car,0,80,56.760666082488925,0.3,1546294292.0,20,4,1546294698.0,1,,,0.0,0
1001,car,0,79,40.066093074281305,0.5,1546294215.0,20,4,1546294826.0,0,,,0.0,0
1002,bus,1,54,47.758011727868734,1.0,1546294332.0,20,4,1546294909.0,0,,,0.0,0
1003,car,1,80,64.83234647248452,0.8,1546294333.0,4,20,1546294681.0,1,,,0.0,0
1004,car,1,78,55.95349254097233,0.9,1546294315.0,4,20,1546294660.0,1,,,0.0,0
1005,car,1,75,46.32187787301156,0.9,1546294296.0,4,20,1546294830.0,0,,,0.0,0
1006,car,1,73,36.717392614794505,0.6,1546294244.0,4,20,1546294796.0,0,,,0.0,0
1007,car,0,76,67.61727385304673,0.2,1546294334.0,4,20,1546294681.0,1,,,0.0,0
1008,car,1,70,36.402142090634094,1.0,1546294214.0,4,20,1546294767.0,0,,,0.0,0
1009,car,1,70,44.185098620712466,0.6,1546294202.0,4,20,1546294751.0,0,,,0.0,0
101,car,0,71,45.79613334608278,0.0,1546293808.0,2,13,1546294611.0,0,,,0.0,0
1010,bus,0,46,54.352266791717234,0.1,1546294368.0,4,20,1546294712.0,1,,,0.0,0
1011,car,0,80,52.197323773465044,0.4,1546294205.0,20,5,1546294553.0,1,,,0.0,0
1012,car,1,77,45.969096965811765,0.9,1546294329.0,20,5,1546294818.0,0,,,0.0,0
1013,car,0,74,66.2843575590018,0.3,1546294298.0,20,5,1546294667.0,1,,,0.0,0
1014,car,1,77,59.68772371895092,0.6,1546294250.0,20,5,1546294760.0,0,,,0.0,0
1015,bus,0,41,43.80984720900917,0.5,1546294243.0,20,5,1546294704.0,0,,,0.0,0
1016,bus,1,50,48.0837764442879,0.9,1546294307.0,20,5,1546294788.0,0,,,0.0,0
1017,car,1,75,47.24255274980321,0.7,1546294287.0,5,20,1546294770.0,0,,,0.0,0
1018,car,1,72,22.000430857529906,0.9,1546294345.0,5,20,1546294825.0,0,,,0.0,0
1019,car,1,72,57.5058415910783,0.9,1546294373.0,5,20,1546294675.0,1,,,0.0,0
102,car,1,80,57.076842546557785,0.8,1546293708.0,2,13,1546294209.0,1,,,0.0,0
1020,car,1,70,35.999144845968225,0.9,1546294303.0,5,20,1546294798.0,0,,,0.0,0
1021,bus,1,40,78.6517291264033,0.9,1546294398.0,5,20,1546294875.0,0,,,0.0,0
1022,bus,1,50,38.3060177096746,0.8,1546294265.0,5,20,1546294786.0,0,,,0.0,0
1023,car,1,78,54.12153924904508,0.9,1546294391.0,20,18,1546294658.0,0,,,0.0,0
1024,car,1,70,41.94928017508245,0.8,1546294311.0,20,18,1546294577.0,0,,,0.0,0
1025,car,0,80,62.93067722281776,0.2,1546294218.0,20,18,1546294483.0,0,,,0.0,0
1026,bus,0,57,63.47654545001845,0.1,1546294391.0,20,18,1546294658.0,0,,,0.0,0
1027,bus,0,55,31.143694362738014,0.3,1546294417.0,20,18,1546294684.0,0,,,0.0,0
1028,car,0,77,51.5439337039096,0.1,1546294224.0,18,20,1546294491.0,0,,,0.0,0
1029,car,0,74,48.27867611584179,0.4,1546294399.0,18,20,1546294664.0,0,,,0.0,0
103,car,0,80,54.71109983520642,0.2,1546293736.0,2,13,1546294247.0,1,,,0.0,0
1030,car,1,72,34.98404209619716,0.8,1546294200.0,18,20,1546294467.0,0,,,0.0,0
1031,bus,0,41,42.25230408078778,0.4,1546294325.0,18,20,1546294591.0,0,,,0.0,0
1032,bus,1,57,54.08890347305187,0.6,1546294311.0,18,20,1546294577.0,0,,,0.0,0
1033,car,0,80,48.2035695648785,0.2,1546294678.0,12,1,1546294882.0,0,,,0.0,0
1034,car,1,79,59.67212677766394,0.6,1546294652.0,12,1,1546294861.0,0,,,0.0,0
1035,car,0,74,48.80812538255649,0.5,1546294591.0,12,1,1546294798.0,0,,,0.0,0
1036,car,1,72,40.93801431879234,0.9,1546294655.0,12,1,1546294863.0,0,,,0.0,0
1037,car,0,73,47.59640038753765,0.4,1546294677.0,12,1,1546294881.0,0,,,0.0,0
