id,type,driverType,maxSpeed,valueTime,probLaneChange,startTs,nodeOrigin_id,nodeDest_id,finishTs,laneType,currentLane_id,currentLaneProgress,timeBudget,changeLane,TravelTime,TravelCost
234,car,0,74,36.08328492,0.1,1546293771,4,21,1546294244,0,,,0,0,473,4.740942713
288,car,0,78,59.47763374,0.2,1546293771,20,4,1546294156,1,,,0,0,385,6.360802497
297,car,0,78,42.92408282,0,1546293771,4,20,1546294285,0,,,0,0,514,6.128605159
103,car,0,75,47.2027908,0.1,1546293781,2,13,1546294528,0,,,0,0,747,9.794579092
18,car,0,77,32.33055639,0.5,1546293781,12,2,1546294240,0,,,0,0,459,4.12214594
24,car,0,71,55.59627018,0.3,1546293781,2,12,1546294241,0,,,0,0,460,7.103967857
252,car,0,71,55.71905045,0.1,1546293781,21,18,1546294288,0,,,0,0,507,7.847099605
258,car,0,72,36.33820376,0.4,1546293781,18,21,1546294235,0,,,0,0,454,4.582651252
264,car,1,73,55.8192731,0.9,1546293781,20,1,1546294283,1,,,0,0,502,7.783687527
270,car,1,78,58.4888264,0.7,1546293781,1,20,1546294249,1,,,0,0,468,7.603547432
276,car,1,73,45.21799449,0.9,1546293781,20,2,1546294220,0,,,0,0,439,5.514083217
281,car,0,70,52.71766918,0.3,1546293781,2,20,1546294066,1,,,0,0,285,4.173482144
30,car,0,74,53.314167,0.4,1546293781,12,4,1546293988,0,,,0,0,207,3.065564603
307,car,1,78,59.25358605,0.8,1546293781,20,5,1546294132,1,,,0,0,351,5.77722464
316,car,1,71,37.25118367,0.9,1546293781,5,20,1546294207,0,,,0,0,426,4.408056734
325,car,0,72,65.00832667,0.4,1546293781,20,18,1546294048,0,,,0,0,267,4.821450895
334,car,0,79,46.72676304,0.5,1546293781,18,20,1546294047,0,,,0,0,266,3.452588603
36,car,0,78,50.70285697,0.2,1546293781,4,12,1546293984,0,,,0,0,203,2.859077768
45,car,1,78,44.20003183,1,1546293781,12,5,1546294075,0,,,0,0,294,3.609669266
55,car,0,75,20.64417355,0.5,1546293781,5,12,1546294069,0,,,0,0,288,1.651533884
78,car,1,74,58.90933366,1,1546293781,13,1,1546294095,1,,,0,0,314,5.138202991
84,car,1,72,33.95966325,1,1546293781,1,13,1546294247,0,,,0,0,466,4.395889743
93,car,1,79,56.83920027,1,1546293781,13,2,1546294302,1,,,0,0,521,8.225895373
147,car,0,80,44.32880952,0,1546293793,24,1,1546294345,0,,,0,0,552,6.797084127
153,car,0,75,56.0793083,0,1546293793,1,24,1546294339,0,,,0,0,546,8.505361759
195,car,0,73,38.89656021,0.4,1546293793,24,18,1546294354,0,,,0,0,561,6.061380632
202,car,0,74,53.5728089,0,1546293793,18,24,1546294151,1,,,0,0,358,5.327518218
241,car,1,71,35.34809869,0.8,1546293793,21,5,1546294181,0,,,0,0,388,3.809739525
247,car,0,72,36.55898528,0.3,1546293793,5,21,1546294170,0,,,0,0,377,3.828538181
120,car,0,72,53.9141574,0.3,1546293801,13,5,1546294208,1,,,0,0,407,6.095295017
127,car,0,74,55.38825016,0.2,1546293801,5,13,1546294354,0,,,0,0,553,8.50825065
13,car,1,79,47.75072314,0.6,1546293801,1,12,1546293992,0,,,0,0,191,2.533441144
134,car,1,73,48.44186957,0.8,1546293801,13,18,1546294442,0,,,0,0,641,8.625343998
141,car,0,70,56.14814702,0.1,1546293801,18,13,1546294209,1,,,0,0,408,6.363456662
6,car,0,71,40.58707769,0.5,1546293801,12,1,1546294000,0,,,0,0,199,2.243563461
64,car,0,75,73.66711593,0,1546293801,12,18,1546294191,0,,,0,0,390,7.980604226
72,car,1,76,52.69279318,0.9,1546293801,18,12,1546294039,1,,,0,0,238,3.483579105
171,car,0,72,65.40893528,0,1546293805,24,4,1546294193,0,,,0,0,388,7.049629692
180,car,1,80,48.24619175,0.8,1546293805,4,24,1546294191,0,,,0,0,386,5.173063893
227,car,1,72,57.15234679,0.8,1546293805,21,4,1546294296,0,,,0,0,491,7.794945075
235,car,0,74,51.05917656,0.1,1546293805,4,21,1546294101,1,,,0,0,296,4.198198962
289,car,1,80,49.05056424,0.8,1546293805,20,4,1546294384,0,,,0,0,579,7.888965748
298,car,1,79,47.96133848,0.8,1546293805,4,20,1546294321,0,,,0,0,516,6.874458516
104,car,1,77,57.32798174,1,1546293811,2,13,1546294298,1,,,0,0,487,7.755201974
308,car,0,77,55.11622937,0.2,1546293811,20,5,1546294163,1,,,0,0,352,5.389142427
317,car,0,73,75.65491003,0.4,1546293811,5,20,1546294230,0,,,0,0,419,8.805390917
326,car,0,74,60.02617806,0.4,1546293811,20,18,1546294078,0,,,0,0,267,4.451941539
335,car,1,74,63.65452155,0.7,1546293811,18,20,1546294077,0,,,0,0,266,4.70336187
46,car,1,76,62.12984406,0.7,1546293811,12,5,1546293992,1,,,0,0,181,3.123750493
56,car,1,73,26.44426019,1,1546293811,5,12,1546294103,0,,,0,0,292,2.144923327
94,car,1,70,38.74611254,0.7,1546293811,13,2,1546294524,0,,,0,0,713,7.673882844
337,car,1,73,48.06575502,1,1546293901,12,1,1546294112,0,,,0,0,211,2.817187308
340,bus,0,40,33.79084193,0,1546293901,12,1,1546294112,0,,,0,0,211,1.980518791
342,car,0,73,53.5734039,0.3,1546293901,1,12,1546294143,0,,,0,0,242,3.601323262
345,bus,0,46,54.756352,0.4,1546293901,1,12,1546294143,0,,,0,0,242,3.680843662
347,car,0,75,53.85514245,0.2,1546293901,12,2,1546294195,1,,,0,0,294,4.398169967
353,bus,1,41,48.45805408,0.6,1546293901,12,2,1546294365,0,,,0,0,464,6.245704748
355,car,0,76,64.82057598,0,1546293901,2,12,1546294211,1,,,0,0,310,5.581771821
361,bus,1,59,56.71379671,0.9,1546293901,2,12,1546294193,1,,,0,0,292,4.600119066
363,car,0,78,53.76491903,0.3,1546293901,12,4,1546294130,0,,,0,0,229,3.420046238
367,bus,1,50,43.95396695,0.8,1546293901,12,4,1546294130,0,,,0,0,229,2.795960675
369,car,1,75,44.78076831,0.6,1546293901,4,12,1546294112,0,,,0,0,211,2.624650587
373,bus,0,51,55.15870768,0.1,1546293901,4,12,1546294112,0,,,0,0,211,3.232913144
375,car,1,73,44.67059882,1,1546293901,12,5,1546294195,0,,,0,0,294,3.648098904
378,bus,1,60,53.19589382,1,1546293901,12,5,1546294093,1,,,0,0,192,2.837114337
379,car,1,77,65.82451315,0.6,1546293901,5,12,1546294095,1,,,0,0,194,3.547209875
382,bus,1,60,55.75976635,0.9,1546293901,5,12,1546294095,1,,,0,0,194,3.004831853
383,car,1,71,63.17460274,0.7,1546293901,12,18,1546294307,0,,,0,0,406,7.124691309
390,bus,0,43,43.93113279,0.5,1546293901,12,18,1546294307,0,,,0,0,406,4.954455531
391,car,0,80,56.8379015,0.5,1546293901,18,12,1546294154,1,,,0,0,253,3.994441411
398,bus,1,60,55.64212185,0.6,1546293901,18,12,1546294154,1,,,0,0,253,3.910404674
399,car,0,75,36.64020562,0.2,1546293901,13,1,1546294361,0,,,0,0,460,4.681804052
406,bus,1,49,54.63630364,0.7,1546293901,13,1,1546294208,1,,,0,0,307,4.659262561
407,car,1,77,46.77375191,0.6,1546293901,1,13,1546294420,0,,,0,0,519,6.7432159
414,bus,0,43,41.80317691,0.3,1546293901,1,13,1546294420,0,,,0,0,519,6.026624671
415,car,0,74,22.4421223,0.1,1546293901,13,2,1546294614,0,,,0,0,713,4.444786999
420,bus,0,41,65.5837547,0.4,1546293901,13,2,1546294377,1,,,0,0,476,8.671629788
421,car,1,74,52.51319082,0.8,1546293901,2,13,1546294400,1,,,0,0,499,7.278911727
426,bus,1,52,42.70688449,0.8,1546293901,2,13,1546294676,0,,,0,0,775,9.193843188
427,car,1,76,32.64135135,1,1546293901,13,4,1546294395,0,,,0,0,494,4.479118769
432,bus,1,41,34.40894243,1,1546293901,13,4,1546294348,0,,,0,0,447,4.272443685
433,car,0,72,71.88527004,0.1,1546293901,4,13,1546294213,1,,,0,0,312,6.230056736
438,bus,0,54,59.7365353,0.1,1546293901,4,13,1546294213,1,,,0,0,312,5.177166393
439,car,1,80,39.67019954,0.6,1546293901,13,5,1546294464,0,,,0,0,563,6.203978428
446,bus,0,41,39.38690303,0.3,1546293901,13,5,1546294366,0,,,0,0,465,5.087474975
448,car,0,79,57.16790375,0.5,1546293901,5,13,1546294256,1,,,0,0,355,5.637390509
455,bus,1,40,41.66485965,0.6,1546293901,5,13,1546294512,0,,,0,0,611,7.071452568
457,car,1,79,42.79586721,0.9,1546293901,13,18,1546294424,0,,,0,0,523,6.217288487
461,bus,1,52,36.30279537,0.7,1546293901,13,18,1546294562,0,,,0,0,661,6.665596594
462,car,0,73,59.79000005,0.2,1546293901,18,13,1546294312,1,,,0,0,411,6.826025006
466,bus,0,47,39.82979072,0.5,1546293901,18,13,1546294536,0,,,0,0,635,7.025532529
467,car,0,74,40.85198824,0.2,1546293901,24,1,1546294548,0,,,0,0,647,7.342010108
471,bus,0,55,70.21159477,0.2,1546293901,24,1,1546294548,0,,,0,0,647,12.61858384
472,car,1,71,55.96582225,0.8,1546293901,1,24,1546294348,1,,,0,0,447,6.949089597
476,bus,0,40,51.39642098,0.3,1546293901,1,24,1546294348,1,,,0,0,447,6.381722271
477,car,0,78,48.00971203,0.4,1546293901,24,2,1546294640,0,,,0,0,739,9.855326996
485,bus,1,42,19.95557098,0.6,1546293901,24,2,1546294602,0,,,0,0,701,3.885793128
487,car,1,75,57.37837828,0.7,1546293901,2,24,1546294330,1,,,0,0,429,6.837590079
495,bus,1,56,47.4114603,0.7,1546293901,2,24,1546294601,0,,,0,0,700,9.218895059
497,car,0,79,46.46479555,0,1546293901,24,4,1546294370,0,,,0,0,469,6.053330309
503,bus,1,58,52.06958029,0.6,1546293901,24,4,1546294370,0,,,0,0,469,6.78350921
504,car,1,75,44.28318046,1,1546293901,4,24,1546294284,0,,,0,0,383,4.711238366
510,bus,0,60,47.55438227,0.2,1546293901,4,24,1546294282,0,,,0,0,381,5.032838791
511,car,0,79,65.57385398,0.5,1546293901,24,5,1546294477,0,,,0,0,576,10.49181664
517,bus,1,48,43.99252374,0.6,1546293901,24,5,1546294477,0,,,0,0,576,7.038803798
518,car,1,73,50.08430624,0.9,1546293901,5,24,1546294488,0,,,0,0,587,8.166524378
524,bus,0,41,48.98951151,0.5,1546293901,5,24,1546294488,0,,,0,0,587,7.988012016
525,car,0,79,33.56122686,0,1546293901,24,18,1546294500,0,,,0,0,599,5.584215248
531,bus,1,53,53.24721683,1,1546293901,24,18,1546294292,1,,,0,0,391,5.783239383
532,car,0,77,48.62938897,0.3,1546293901,18,24,1546294454,0,,,0,0,553,7.470014472
538,bus,0,52,39.28765614,0.3,1546293901,18,24,1546294452,0,,,0,0,551,6.013194037
539,car,0,72,61.49120698,0.4,1546293901,21,1,1546294368,1,,,0,0,467,7.976776016
543,bus,1,42,50.05492606,0.6,1546293901,21,1,1546294368,1,,,0,0,467,6.493236242
545,car,1,79,70.33617534,0.9,1546293901,1,21,1546294410,1,,,0,0,509,9.944753679
549,bus,1,57,64.64639592,1,1546293901,1,21,1546294410,1,,,0,0,509,9.14028209
551,car,1,72,53.57041129,0.7,1546293901,21,2,1546294321,1,,,0,0,420,6.249881317
559,bus,1,52,50.62654748,0.8,1546293901,21,2,1546294321,1,,,0,0,420,5.906430539
561,car,1,77,41.02633194,1,1546293901,2,21,1546294511,0,,,0,0,610,6.951684023
569,bus,0,59,46.49914242,0.3,1546293901,2,21,1546294512,0,,,0,0,611,7.891937783
571,car,1,77,43.61244388,0.9,1546293901,21,4,1546294404,0,,,0,0,503,6.093627575
579,bus,1,53,57.87146338,0.6,1546293901,21,4,1546294261,1,,,0,0,360,5.787146338
581,car,0,77,50.40958818,0.5,1546293901,4,21,1546294233,1,,,0,0,332,4.648884244
589,bus,1,56,61.46382194,0.7,1546293901,4,21,1546294233,1,,,0,0,332,5.668330245
591,car,0,79,50.82666926,0.3,1546293901,21,5,1546294204,1,,,0,0,303,4.27791133
598,bus,1,50,41.24268848,0.9,1546293901,21,5,1546294291,0,,,0,0,390,4.467957919
600,car,1,76,35.24760008,0.6,1546293901,5,21,1546294394,0,,,0,0,493,4.82696301
607,bus,1,51,37.98123277,1,1546293901,5,21,1546294394,0,,,0,0,493,5.201318821
609,car,1,71,54.00227317,1,1546293901,21,18,1546294255,1,,,0,0,354,5.310223528
613,bus,1,59,68.55634485,0.7,1546293901,21,18,1546294259,1,,,0,0,358,6.817547627
615,car,1,78,52.37226895,0.9,1546293901,18,21,1546294206,1,,,0,0,305,4.437095008
619,bus,1,43,36.58826884,0.9,1546293901,18,21,1546294360,0,,,0,0,459,4.665004277
621,car,1,77,30.82343319,0.6,1546293901,20,1,1546294624,0,,,0,0,723,6.190372832
627,bus,1,41,39.37245233,0.6,1546293901,20,1,1546294580,0,,,0,0,679,7.426081981
629,car,0,79,30.37282026,0.3,1546293901,1,20,1546294666,0,,,0,0,765,6.454224306
635,bus,0,43,39.51698579,0.2,1546293901,1,20,1546294611,0,,,0,0,710,7.793627753
637,car,1,75,35.06360592,0.9,1546293901,20,2,1546294370,0,,,0,0,469,4.56800866
645,bus,1,59,51.87462643,0.8,1546293901,20,2,1546294233,1,,,0,0,332,4.783993326
646,car,0,75,57.45352308,0,1546293901,2,20,1546294204,1,,,0,0,303,4.835671526
654,bus,1,60,47.79218792,0.9,1546293901,2,20,1546294406,0,,,0,0,505,6.704181916
655,car,0,71,54.14478955,0.5,1546293901,20,4,1546294301,1,,,0,0,400,6.016087728
661,bus,0,58,60.81837961,0.2,1546293901,20,4,1546294302,1,,,0,0,401,6.774491729
663,car,0,77,38.99288337,0.3,1546293901,4,20,1546294446,0,,,0,0,545,5.903089288
669,bus,0,51,53.98968518,0.2,1546293901,4,20,1546294259,1,,,0,0,358,5.368974249
671,car,1,80,47.24899405,0.7,1546293901,20,5,1546294396,0,,,0,0,495,6.496736681
675,bus,1,57,51.155244,0.7,1546293901,20,5,1546294252,1,,,0,0,351,4.98763629
677,car,1,75,50.77564953,0.7,1546293901,5,20,1546294439,0,,,0,0,538,7.588138736
681,bus,1,53,36.35955824,0.6,1546293901,5,20,1546294439,0,,,0,0,538,5.433733982
683,car,1,79,44.04082282,1,1546293901,20,18,1546294168,0,,,0,0,267,3.266361026
688,bus,1,58,51.28844342,0.9,1546293901,20,18,1546294168,0,,,0,0,267,3.803892887
690,car,0,71,46.02795504,0,1546293901,18,20,1546294168,0,,,0,0,267,3.413739999
695,bus,0,48,61.61726779,0.3,1546293901,18,20,1546294168,0,,,0,0,267,4.569947361
478,car,0,76,48.34708349,0.3,1546293931,24,2,1546294639,0,,,0,0,708,9.508259753
488,car,0,79,55.75724446,0,1546293931,2,24,1546294363,1,,,0,0,432,6.690869335
552,car,1,71,54.52467924,0.8,1546293931,21,2,1546294518,0,,,0,0,587,8.890551864
562,car,1,70,68.57297828,0.6,1546293931,2,21,1546294304,1,,,0,0,373,7.104922472
572,car,0,70,42.28937529,0.4,1546293931,21,4,1546294443,0,,,0,0,512,6.014488931
582,car,1,73,58.39442252,0.7,1546293931,4,21,1546294246,1,,,0,0,315,5.109511971
638,car,1,70,48.66948367,0.8,1546293931,20,2,1546294409,0,,,0,0,478,6.462225887
647,car,1,76,43.16266315,1,1546293931,2,20,1546294418,0,,,0,0,487,5.838949153
384,car,1,73,45.80040504,1,1546293935,12,18,1546294322,0,,,0,0,387,4.923543541
392,car,0,71,59.57883938,0.3,1546293935,18,12,1546294176,1,,,0,0,241,3.988472303
400,car,0,73,53.72693164,0.3,1546293935,13,1,1546294242,1,,,0,0,307,4.581713337
408,car,0,74,44.08030454,0.1,1546293935,1,13,1546294434,0,,,0,0,499,6.110019991
440,car,0,80,51.78738198,0.3,1546293935,13,5,1546294346,1,,,0,0,411,5.912392776
449,car,0,71,68.5143617,0,1546293935,5,13,1546294295,1,,,0,0,360,6.85143617
592,car,0,80,27.79291787,0.4,1546293935,21,5,1546294329,0,,,0,0,394,3.041780455
601,car,0,79,44.78903689,0.1,1546293935,5,21,1546294393,0,,,0,0,458,5.698160804
348,car,1,72,59.20867039,0.9,1546293941,12,2,1546294236,1,,,0,0,295,4.851821601
356,car,0,80,66.49565302,0.1,1546293941,2,12,1546294422,0,,,0,0,481,8.884558084
498,car,0,73,44.11493331,0.3,1546293941,24,4,1546294384,0,,,0,0,443,5.428587627
505,car,0,75,42.4421063,0.3,1546293941,4,24,1546294318,0,,,0,0,377,4.444631688
512,car,0,70,50.30950055,0.3,1546293941,24,5,1546294485,0,,,0,0,544,7.602324527
519,car,0,72,44.61929983,0.5,1546293941,5,24,1546294456,0,,,0,0,515,6.383038726
526,car,1,76,49.58096181,1,1546293941,24,18,1546294546,0,,,0,0,605,8.332356083
533,car,1,80,33.57094209,1,1546293941,18,24,1546294499,0,,,0,0,558,5.203496023
622,car,1,73,54.89846995,0.7,1546293941,20,1,1546294677,0,,,0,0,736,11.22368719
630,car,1,73,51.04315062,0.7,1546293941,1,20,1546294431,1,,,0,0,490,6.947539946
656,car,1,72,59.32312792,0.9,1546293941,20,4,1546294328,1,,,0,0,387,6.377236252
664,car,0,78,52.52664093,0.4,1546293941,4,20,1546294283,1,,,0,0,342,4.990030888
416,car,1,76,42.36994415,0.8,1546293949,13,2,1546294658,0,,,0,0,709,8.344525111
422,car,1,78,38.05748396,0.6,1546293949,2,13,1546294693,0,,,0,0,744,7.865213353
428,car,1,73,57.20633172,1,1546293949,13,4,1546294279,1,,,0,0,330,5.243913741
434,car,0,80,58.56640042,0.4,1546293949,4,13,1546294253,1,,,0,0,304,4.945607146
684,car,0,80,52.46976513,0.4,1546293949,20,18,1546294216,0,,,0,0,267,3.891507581
691,car,1,79,61.47653728,0.7,1546293949,18,20,1546294216,0,,,0,0,267,4.559509848
364,car,0,73,58.58367716,0.3,1546293961,12,4,1546294173,0,,,0,0,212,3.449927655
370,car,0,75,50.19182155,0.2,1546293961,4,12,1546294173,0,,,0,0,212,2.955740602
458,car,1,74,45.38402556,0.6,1546293961,13,18,1546294649,0,,,0,0,688,8.673391552
463,car,1,74,62.41234174,0.9,1546293961,18,13,1546294386,1,,,0,0,425,7.368123677
468,car,0,73,41.7717882,0.1,1546293961,24,1,1546294569,0,,,0,0,608,7.054790896
473,car,1,71,54.3369634,0.9,1546293961,1,24,1546294359,1,,,0,0,398,6.007253176
479,car,0,79,66.21192056,0.3,1546293961,24,2,1546294375,1,,,0,0,414,7.614370864
489,car,1,78,50.33057249,0.8,1546293961,2,24,1546294390,1,,,0,0,429,5.997726555
540,car,0,77,61.24921015,0,1546293961,21,1,1546294386,1,,,0,0,425,7.230809532
546,car,1,78,63.02262498,1,1546293961,1,21,1546294373,1,,,0,0,412,7.212589303
553,car,1,71,55.13980521,0.7,1546293961,21,2,1546294375,1,,,0,0,414,6.341077599
563,car,0,76,33.01509566,0.5,1546293961,2,21,1546294536,0,,,0,0,575,5.273244445
573,car,1,71,62.46518576,0.7,1546293961,21,4,1546294476,0,,,0,0,515,8.935991851
583,car,0,78,64.51681693,0.4,1546293961,4,21,1546294279,1,,,0,0,318,5.698985495
610,car,0,77,63.64302799,0.5,1546293961,21,18,1546294458,0,,,0,0,497,8.786273586
616,car,1,70,39.14384409,1,1546293961,18,21,1546294432,0,,,0,0,471,5.121319601
639,car,0,77,33.93023606,0.4,1546293961,20,2,1546294456,0,,,0,0,495,4.665407459
648,car,0,77,57.08258713,0.1,1546293961,2,20,1546294262,1,,,0,0,301,4.772738535
672,car,1,80,52.60718527,0.8,1546293961,20,5,1546294325,1,,,0,0,364,5.319170955
678,car,1,79,49.24474436,0.9,1546293961,5,20,1546294461,0,,,0,0,500,6.839547827
385,car,1,75,51.58028404,0.7,1546293969,12,18,1546294346,0,,,0,0,377,5.401601967
393,car,0,73,41.51266532,0.4,1546293969,18,12,1546294329,0,,,0,0,360,4.151266532
401,car,1,72,58.71924259,0.8,1546293969,13,1,1546294284,1,,,0,0,315,5.137933727
409,car,0,76,56.16846381,0.1,1546293969,1,13,1546294469,0,,,0,0,500,7.801175529
441,car,0,71,62.6521835,0.1,1546293969,13,5,1546294386,1,,,0,0,417,7.257211256
450,car,1,80,54.89070059,0.7,1546293969,5,13,1546294678,0,,,0,0,709,10.81041853
593,car,0,70,44.52891291,0.2,1546293969,21,5,1546294377,0,,,0,0,408,5.04661013
602,car,0,79,51.7949938,0.5,1546293969,5,21,1546294420,0,,,0,0,451,6.488761723
338,car,1,73,50.12902565,1,1546293981,12,1,1546294188,0,,,0,0,207,2.882418975
343,car,0,76,56.4300333,0.3,1546293981,1,12,1546294203,0,,,0,0,222,3.479852054
349,car,0,71,49.22072972,0.3,1546293981,12,2,1546294450,0,,,0,0,469,6.412367288
357,car,0,70,56.97015464,0.5,1546293981,2,12,1546294480,0,,,0,0,499,7.896696435
376,car,1,70,50.90415702,1,1546293981,12,5,1546294163,1,,,0,0,182,2.573487938
380,car,0,80,49.59267657,0.2,1546293981,5,12,1546294272,0,,,0,0,291,4.008741356
499,car,1,75,55.18878726,0.9,1546293981,24,4,1546294224,1,,,0,0,243,3.72524314
506,car,1,71,56.12598994,0.8,1546293981,4,24,1546294240,1,,,0,0,259,4.037953165
513,car,0,70,49.59000469,0,1546293981,24,5,1546294514,0,,,0,0,533,7.342075695
520,car,0,78,54.47383122,0.2,1546293981,5,24,1546294502,0,,,0,0,521,7.883573907
527,car,1,74,38.51107161,1,1546293981,24,18,1546294427,0,,,0,0,446,4.771093871
534,car,0,72,54.11576369,0.1,1546293981,18,24,1546294350,1,,,0,0,369,5.546865778
623,car,0,80,47.66865409,0.3,1546293981,20,1,1546294742,0,,,0,0,761,10.07662382
631,car,0,72,49.72233505,0.2,1546293981,1,20,1546294751,0,,,0,0,770,10.635055
657,car,1,74,50.74184904,0.7,1546293981,20,4,1546294370,1,,,0,0,389,5.482938687
665,car,0,78,66.34140753,0.5,1546293981,4,20,1546294325,1,,,0,0,344,6.339290053
480,car,1,71,59.25697039,0.6,1546293991,24,2,1546294462,1,,,0,0,471,7.752786959
490,car,1,76,46.32962238,0.7,1546293991,2,24,1546294635,0,,,0,0,644,8.28785467
554,car,1,77,58.02159878,1,1546293991,21,2,1546294405,1,,,0,0,414,6.672483859
564,car,0,71,46.182914,0.3,1546293991,2,21,1546294559,0,,,0,0,568,7.286637543
574,car,0,79,46.73756203,0.3,1546293991,21,4,1546294512,0,,,0,0,521,6.763963838
584,car,1,78,65.38183327,0.6,1546293991,4,21,1546294304,1,,,0,0,313,5.684587171
640,car,0,79,46.06292472,0.2,1546293991,20,2,1546294482,0,,,0,0,491,6.282471121
649,car,0,72,48.99325942,0.3,1546293991,2,20,1546294460,0,,,0,0,469,6.382732963
417,car,1,77,46.41795801,0.6,1546293997,13,2,1546294707,0,,,0,0,710,9.15465283
423,car,0,80,59.85083812,0.4,1546293997,2,13,1546294487,1,,,0,0,490,8.146364078
429,car,0,76,45.16198022,0,1546293997,13,4,1546294481,0,,,0,0,484,6.071777341
435,car,0,80,39.43601233,0.4,1546293997,4,13,1546294457,0,,,0,0,460,5.03904602
685,car,1,76,47.9320962,0.7,1546293997,20,18,1546294265,0,,,0,0,268,3.568278272
692,car,0,80,42.69803696,0.1,1546293997,18,20,1546294264,0,,,0,0,267,3.166771075
386,car,1,79,49.30296427,0.6,1546294003,12,18,1546294369,0,,,0,0,366,5.012468034
394,car,1,80,18.24547365,0.9,1546294003,18,12,1546294368,0,,,0,0,365,1.849888301
402,car,0,74,46.07318264,0.3,1546294003,13,1,1546294460,0,,,0,0,457,5.848734574
410,car,0,78,46.10514145,0.2,1546294003,1,13,1546294497,0,,,0,0,494,6.326649966
442,car,0,80,69.53052853,0.1,1546294003,13,5,1546294417,1,,,0,0,414,7.99601078
451,car,1,78,38.37555456,0.8,1546294003,5,13,1546294589,0,,,0,0,586,6.246687493
594,car,0,74,57.79306902,0,1546294003,21,5,1546294421,0,,,0,0,418,6.710417458
603,car,0,72,64.97442135,0.4,1546294003,5,21,1546294442,0,,,0,0,439,7.923269714
341,bus,0,44,60.79762423,0.2,1546294021,12,1,1546294224,0,,,0,0,203,3.428310478
346,bus,0,58,66.70730371,0.5,1546294021,1,12,1546294242,0,,,0,0,221,4.095087255
350,car,1,71,68.3599222,0.7,1546294021,12,2,1546294312,1,,,0,0,291,5.525760378
354,bus,1,42,44.68086533,1,1546294021,12,2,1546294477,0,,,0,0,456,5.659576276
358,car,0,76,54.84855222,0,1546294021,2,12,1546294524,0,,,0,0,503,7.663561602
362,bus,1,48,48.99603014,0.6,1546294021,2,12,1546294524,0,,,0,0,503,6.845834211
365,car,1,78,43.00845895,0.8,1546294021,12,4,1546294226,0,,,0,0,205,2.449092801
368,bus,0,50,41.07533054,0.1,1546294021,12,4,1546294226,0,,,0,0,205,2.339011878
371,car,1,70,53.57391028,0.6,1546294021,4,12,1546294238,0,,,0,0,217,3.229316258
374,bus,0,58,40.03294192,0.2,1546294021,4,12,1546294238,0,,,0,0,217,2.413096777
447,bus,0,54,42.86405443,0.4,1546294021,13,5,1546294490,0,,,0,0,469,5.584233758
456,bus,1,48,65.42087168,0.6,1546294021,5,13,1546294388,1,,,0,0,367,6.669294419
459,car,0,74,50.41013239,0.2,1546294021,13,18,1546294508,1,,,0,0,487,6.819370687
464,car,0,78,51.92835021,0.5,1546294021,18,13,1546294430,1,,,0,0,409,5.899637566
469,car,0,72,56.67279312,0,1546294021,24,1,1546294621,0,,,0,0,600,9.44546552
474,car,1,76,59.59481607,1,1546294021,1,24,1546294414,1,,,0,0,393,6.505767421
481,car,1,72,43.84697513,0.8,1546294021,24,2,1546294760,0,,,0,0,739,9.000809616
486,bus,1,43,42.93681481,0.9,1546294021,24,2,1546294730,0,,,0,0,709,8.456167139
491,car,1,72,34.1801243,0.8,1546294021,2,24,1546294672,0,,,0,0,651,6.180905811
496,bus,0,59,60.54762414,0.4,1546294021,2,24,1546294491,1,,,0,0,470,7.904828707
500,car,0,75,41.99081328,0.2,1546294021,24,4,1546294458,0,,,0,0,437,5.097218167
507,car,1,77,48.69518358,0.6,1546294021,4,24,1546294404,0,,,0,0,383,5.180626476
514,car,1,73,46.23040569,0.9,1546294021,24,5,1546294553,0,,,0,0,532,6.831826619
521,car,1,76,64.9754389,1,1546294021,5,24,1546294401,1,,,0,0,380,6.85851855
528,car,1,80,33.41356131,1,1546294021,24,18,1546294648,0,,,0,0,627,5.819528595
535,car,1,70,45.52483646,0.7,1546294021,18,24,1546294584,0,,,0,0,563,7.119578591
541,car,0,70,72.2044276,0.1,1546294021,21,1,1546294483,1,,,0,0,462,9.266234875
544,bus,1,46,57.8775441,0.9,1546294021,21,1,1546294483,1,,,0,0,462,7.42761816
547,car,1,79,52.86725292,0.9,1546294021,1,21,1546294481,1,,,0,0,460,6.755260096
550,bus,0,60,41.1754997,0.1,1546294021,1,21,1546294683,0,,,0,0,662,7.57171689
555,car,0,78,50.05979552,0.3,1546294021,21,2,1546294431,1,,,0,0,410,5.70125449
560,bus,1,44,53.7326083,0.8,1546294021,21,2,1546294431,1,,,0,0,410,6.119547056
565,car,0,76,48.95584092,0.1,1546294021,2,21,1546294804,0,,,0,0,783,10.6478954
570,bus,1,40,53.91452911,0.8,1546294021,2,21,1546294428,1,,,0,0,407,6.095337041
575,car,0,77,53.84897543,0.2,1546294021,21,4,1546294369,1,,,0,0,348,5.205400958
580,bus,1,49,45.40463455,0.6,1546294021,21,4,1546294547,0,,,0,0,526,6.634121603
585,car,1,80,49.48152623,0.7,1546294021,4,21,1546294491,0,,,0,0,470,6.460088147
590,bus,0,49,47.29328507,0.3,1546294021,4,21,1546294468,0,,,0,0,447,5.872249562
599,bus,0,57,51.75367834,0.2,1546294021,21,5,1546294323,1,,,0,0,302,4.341558572
