TravelCost/s,TravelCost/h,TravelTime/s,TravelTime/h
10478.11922521599,2.9105886736711084,216.0,0.06
11246.638689282148,3.1240663025783744,216.0,0.06
14235.19393953865,3.9542205387607363,216.0,0.06
12373.40507730799,3.4370569659188863,216.0,0.06
10297.333537135413,2.860370426982059,216.0,0.06
10266.665401037644,2.8518515002882343,216.0,0.06
11179.655004785294,3.1054597235514705,216.0,0.06
8565.941536309621,2.3794282045304502,216.0,0.06
11177.2580664691,3.1047939073525277,216.0,0.06
9319.259092315202,2.5886830811986674,216.0,0.06
11575.489016604713,3.2154136157235316,216.0,0.06
11504.09431673981,3.1955817546499476,216.0,0.06
6119.905243532992,1.6999736787591646,216.0,0.06
13301.925511026078,3.694979308618355,216.0,0.06
13106.095102572068,3.6405819729366855,226.0,0.06277777777777778
16195.428932998127,4.498730259166146,226.0,0.06277777777777778
13279.208972743025,3.6886691590952845,226.0,0.06277777777777778
12319.820423870122,3.4221723399639226,226.0,0.06277777777777778
10963.398417622577,3.0453884493396046,226.0,0.06277777777777778
8782.376079081709,2.43954891085603,226.0,0.06277777777777778
10007.548044463369,2.77987445679538,226.0,0.06277777777777778
12823.464275198954,3.5620734097774873,226.0,0.06277777777777778
7975.736263602075,2.215482295445021,226.0,0.06277777777777778
11057.886952629873,3.071635264619409,226.0,0.06277777777777778
11277.663798395448,3.13268438844318,226.0,0.06277777777777778
8369.268282288562,2.324796745080156,226.0,0.06277777777777778
11349.423568241591,3.1526176578448863,226.0,0.06277777777777778
13185.567630790194,3.6626576752194984,226.0,0.06277777777777778
20082.229832130564,5.578397175591824,425.0,0.11805555555555555
17379.16370187564,4.827545472743234,425.0,0.11805555555555555
27418.026012365724,7.616118336768257,425.0,0.11805555555555555
10679.219994115694,2.9664499983654706,425.0,0.11805555555555555
17354.98611177537,4.820829475493158,425.0,0.11805555555555555
20933.973622672554,5.814992672964599,425.0,0.11805555555555555
21038.36541567849,5.843990393244026,425.0,0.11805555555555555
25962.627110939637,7.211840864149899,425.0,0.11805555555555555
21322.692850135125,5.922970236148646,425.0,0.11805555555555555
19399.775877961427,5.388826632767063,425.0,0.11805555555555555
19995.36012494832,5.554266701374534,425.0,0.11805555555555555
17002.411746773658,4.722892151881571,425.0,0.11805555555555555
16204.038239982132,4.50112173332837,365.0,0.10138888888888889
18803.30609082258,5.22314058078405,365.0,0.10138888888888889
24427.204012928058,6.785334448035572,365.0,0.10138888888888889
22448.562627187468,6.235711840885408,365.0,0.10138888888888889
17740.76356118136,4.927989878105933,365.0,0.10138888888888889
16836.400225921872,4.676777840533854,365.0,0.10138888888888889
17220.301438248684,4.78341706618019,365.0,0.10138888888888889
24807.109337245813,6.890863704790504,365.0,0.10138888888888889
23332.74147761111,6.4813170771141975,365.0,0.10138888888888889
20219.127919239814,5.616424422011059,365.0,0.10138888888888889
21193.23343799385,5.887009288331625,365.0,0.10138888888888889
16678.130394763906,4.632813998545529,365.0,0.10138888888888889
8793.832163628238,2.4427311565633993,171.0,0.0475
9545.04459840809,2.6514012773355806,171.0,0.0475
11669.887753262174,3.2416354870172706,171.0,0.0475
7506.842355976376,2.0852339877712156,171.0,0.0475
6819.1379760801065,1.8942049933555851,171.0,0.0475
6983.699497686798,1.9399165271352217,171.0,0.0475
7652.702804275165,2.125750778965324,171.0,0.0475
10532.761945420532,2.925767207061259,171.0,0.0475
9349.020791840816,2.596950219955782,171.0,0.0475
7691.148427254477,2.136430118681799,171.0,0.0475
6282.775464907634,1.7452154069187873,171.0,0.0475
9282.717736201965,2.578532704500546,171.0,0.0475
10012.89065184906,2.7813585144025166,217.0,0.06027777777777778
12812.101567759522,3.558917102155423,217.0,0.06027777777777778
11202.786878218609,3.1118852439496134,217.0,0.06027777777777778
12519.831587490815,3.4777309965252265,217.0,0.06027777777777778
12019.686091597005,3.338801692110279,217.0,0.06027777777777778
9165.382137813998,2.545939482726111,217.0,0.06027777777777778
12868.415005562416,3.574559723767338,217.0,0.06027777777777778
12508.470991047134,3.4745752752908703,217.0,0.06027777777777778
11902.51024242988,3.306252845119411,217.0,0.06027777777777778
13315.78393265381,3.698828870181614,217.0,0.06027777777777778
10912.340603875406,3.031205723298724,217.0,0.06027777777777778
8872.614773119329,2.4646152147553693,217.0,0.06027777777777778
10836.920415569897,3.010255670991638,329.0,0.0913888888888889
17822.566574740318,4.950712937427866,329.0,0.0913888888888889
14580.806992275537,4.050224164520983,329.0,0.0913888888888889
10592.537528314859,2.9423715356430162,329.0,0.0913888888888889
19873.89607368682,5.520526687135228,329.0,0.0913888888888889
15264.697890565145,4.240193858490318,329.0,0.0913888888888889
22225.6478945975,6.173791081832639,329.0,0.0913888888888889
15022.106656665734,4.172807404629371,329.0,0.0913888888888889
17579.19395612906,4.883109432258072,329.0,0.0913888888888889
17744.282503448318,4.928967362068977,329.0,0.0913888888888889
17997.823502324707,4.999395417312418,329.0,0.0913888888888889
14186.251249775552,3.940625347159876,329.0,0.0913888888888889
15343.13474164853,4.261981872680147,329.0,0.0913888888888889
19192.257150850404,5.33118254190289,329.0,0.0913888888888889
16570.355152135293,4.602876431148692,329.0,0.0913888888888889
18357.501153629597,5.099305876008222,329.0,0.0913888888888889
10566.153552350572,2.9350426534307146,329.0,0.0913888888888889
12821.861402388282,3.5616281673300785,329.0,0.0913888888888889
16702.06712552293,4.639463090423036,329.0,0.0913888888888889
19725.416492696768,5.479282359082435,329.0,0.0913888888888889
21195.921929899923,5.887756091638868,307.0,0.08527777777777777
11643.18865179686,3.2342190699435722,307.0,0.08527777777777777
