TravelCost/s,TravelCost/h,TravelTime/s,TravelTime/h
17028.45147883375,4.730125410787153,377.0,0.10472222222222222
17878.23872506326,4.966177423628683,377.0,0.10472222222222222
22028.80855228882,6.119113486746895,377.0,0.10472222222222222
10953.36132089457,3.0426003669151584,377.0,0.10472222222222222
16076.946424620324,4.465818451283424,377.0,0.10472222222222222
20660.67814477651,5.739077262437919,377.0,0.10472222222222222
26915.530415564026,7.476536226545563,377.0,0.10472222222222222
20576.10021345382,5.715583392626061,377.0,0.10472222222222222
22229.11146194076,6.174753183872434,377.0,0.10472222222222222
25817.24475355428,7.1714568759873005,377.0,0.10472222222222222
14649.997498589752,4.069443749608264,377.0,0.10472222222222222
14727.704835699233,4.091029121027565,377.0,0.10472222222222222
16539.42128858729,4.5942836912742475,377.0,0.10472222222222222
18997.195035211615,5.276998620892115,377.0,0.10472222222222222
22527.84291682021,6.257734143561169,377.0,0.10472222222222222
15814.637279452945,4.392954799848041,377.0,0.10472222222222222
19944.410927928046,5.54011414664668,377.0,0.10472222222222222
24003.16579461274,6.667546054059095,377.0,0.10472222222222222
15095.578690763485,4.193216302989857,377.0,0.10472222222222222
16742.73141588438,4.65075872663455,377.0,0.10472222222222222
19094.561117409066,5.304044754835852,377.0,0.10472222222222222
22182.44921382632,6.161791448285089,382.0,0.10611111111111111
19333.51253641669,5.3704201490046355,382.0,0.10611111111111111
13813.253599414473,3.8370148887262423,382.0,0.10611111111111111
20074.098837555768,5.576138565987713,382.0,0.10611111111111111
24024.83838070559,6.673566216862664,382.0,0.10611111111111111
15583.266283299488,4.328685078694303,382.0,0.10611111111111111
17011.095562656676,4.725304322960188,382.0,0.10611111111111111
19376.743397580056,5.382428721550015,382.0,0.10611111111111111
19953.468449179185,5.542630124771996,382.0,0.10611111111111111
9777.207245418,2.715890901505,382.0,0.10611111111111111
17113.87290867014,4.753853585741705,382.0,0.10611111111111111
19551.69103164114,5.4310252865669835,382.0,0.10611111111111111
13997.22174288934,3.8881171508025942,382.0,0.10611111111111111
13162.90719395906,3.656363109433072,382.0,0.10611111111111111
23339.08606411511,6.483079462254197,382.0,0.10611111111111111
19418.82034874911,5.394116763541419,382.0,0.10611111111111111
20831.927826252697,5.786646618403527,382.0,0.10611111111111111
19205.90159229683,5.334972664526897,382.0,0.10611111111111111
19003.327901311583,5.278702194808773,382.0,0.10611111111111111
22353.91683986774,6.209421344407706,382.0,0.10611111111111111
21012.494251750064,5.836803958819462,382.0,0.10611111111111111
29295.32992787831,8.137591646632863,674.0,0.18722222222222223
37343.39633078587,10.37316564744052,674.0,0.18722222222222223
33003.889258483665,9.167747016245462,674.0,0.18722222222222223
30933.81140143545,8.592725389287626,674.0,0.18722222222222223
27062.299764318257,7.517305490088405,674.0,0.18722222222222223
24970.625676003863,6.936284910001073,674.0,0.18722222222222223
45971.27868474086,12.769799634650239,674.0,0.18722222222222223
41700.53878482103,11.58348299578362,674.0,0.18722222222222223
33174.63770493809,9.21517714026058,674.0,0.18722222222222223
34659.74339054945,9.627706497374847,674.0,0.18722222222222223
43896.27053352889,12.193408481535803,674.0,0.18722222222222223
32747.36669420354,9.096490748389872,674.0,0.18722222222222223
27979.55786673469,7.772099407426302,655.0,0.18194444444444444
32179.206538320046,8.93866848286668,655.0,0.18194444444444444
28732.640180996765,7.9812889391657675,655.0,0.18194444444444444
17377.174343814582,4.826992873281829,337.0,0.09361111111111112
18266.08862271628,5.073913506310078,337.0,0.09361111111111112
19499.002240077712,5.416389511132698,337.0,0.09361111111111112
22851.99725860093,6.3477770162780365,495.0,0.1375
19324.360531638806,5.367877925455224,495.0,0.1375
22031.510608149976,6.119864057819438,495.0,0.1375
20585.9117604768,5.7183088223546665,344.0,0.09555555555555556
22021.089296254035,6.116969248959454,495.0,0.1375
24094.021699895715,6.692783805526587,495.0,0.1375
18387.884028260196,5.10774556340561,344.0,0.09555555555555556
19569.108181355547,5.435863383709874,344.0,0.09555555555555556
24624.651364823047,6.840180934673069,344.0,0.09555555555555556
28009.459939488148,7.780405538746708,344.0,0.09555555555555556
20903.671778927015,5.806575494146393,495.0,0.1375
24094.56199182251,6.6929338866173635,495.0,0.1375
21030.46071506214,5.841794643072817,481.0,0.13361111111111112
25889.717201573243,7.191588111548123,342.0,0.095
20489.09185659768,5.691414404610466,481.0,0.13361111111111112
19366.67109847756,5.379630860688211,342.0,0.095
17329.242344050075,4.813678428902799,342.0,0.095
17388.799874846198,4.830222187457277,342.0,0.095
16810.458351727983,4.669571764368884,305.0,0.08472222222222223
11300.711916140068,3.139086643372241,305.0,0.08472222222222223
15711.757743890093,4.364377151080581,305.0,0.08472222222222223
15866.807742485478,4.407446595134855,305.0,0.08472222222222223
12563.772739352806,3.489936872042446,305.0,0.08472222222222223
17868.53852418613,4.963482923385036,305.0,0.08472222222222223
18978.44588887397,5.271790524687213,305.0,0.08472222222222223
16888.916812688098,4.69136578130225,305.0,0.08472222222222223
17105.350359238706,4.751486210899641,305.0,0.08472222222222223
8720.982485115215,2.4224951347542265,305.0,0.08472222222222223
15626.324488328777,4.340645691202438,305.0,0.08472222222222223
17596.452550271286,4.8879034861864685,305.0,0.08472222222222223
17714.67903772062,4.920744177144616,305.0,0.08472222222222223
16980.621775173382,4.716839381992606,305.0,0.08472222222222223
15388.529080216695,4.274591411171304,305.0,0.08472222222222223
19146.71003070039,5.318530564083441,305.0,0.08472222222222223
13172.83198085923,3.6591199946831194,305.0,0.08472222222222223
13710.576340782816,3.8084934279952267,305.0,0.08472222222222223
