id,departureTs,departureTs_c,VOT,VOT_c,type,type_c,TravelTimeDifference(h)
1,1546293746.0,1546293746.0,57.62129984000475,44.52755012160868,car,car,0.017222222222222222
2,1546293747.0,1546293747.0,62.31320994803454,51.615150856105316,car,car,0.017222222222222222
3,1546293808.0,1546293808.0,59.04732022227481,46.397031690800134,car,car,0.0125
4,1546293608.0,1546293608.0,55.14456481500216,52.10600458480363,car,car,0.018055555555555554
5,1546293619.0,1546293619.0,55.860276632467645,50.229342380029216,car,car,0.017777777777777778
6,1546293707.0,1546293707.0,64.01464601611423,33.68966618429286,car,car,0.019444444444444445
7,1546293707.0,1546293707.0,69.12554234449692,31.96787234810111,car,car,0.019444444444444445
8,1546293644.0,1546293644.0,58.244796375346496,49.05458092058532,car,car,0.017777777777777778
9,1546293634.0,1546293634.0,68.04735961912604,44.62246421667679,car,car,0.01638888888888889
10,1546293757.0,1546293757.0,40.809189477211376,45.42435238299301,car,car,0.016666666666666666
11,1546293601.0,1546293601.0,68.83085876331005,43.710101799754824,car,car,0.018055555555555554
12,1546293832.0,1546293832.0,36.082046487398536,52.46150656662163,car,car,0.012777777777777779
13,1546293680.0,1546293680.0,48.83152974598524,48.33908083320608,bus,bus,0.020277777777777777
14,1546293720.0,1546293720.0,58.27707832051063,33.14078353535132,bus,bus,0.01861111111111111
15,1546293640.0,1546293640.0,46.68522147298309,45.60816535923441,car,car,0.017222222222222222
16,1546293609.0,1546293609.0,61.60749957863244,57.63709433574787,car,car,0.017777777777777778
17,1546293809.0,1546293809.0,64.03793870346114,61.278200484967016,car,car,0.024166666666666666
18,1546293836.0,1546293836.0,73.82179636473333,44.0604748616988,car,car,0.02638888888888889
19,1546293745.0,1546293745.0,44.880777640647686,59.09939187820416,car,car,0.028333333333333332
20,1546293798.0,1546293798.0,45.75409558953633,42.13186201509259,car,car,0.024722222222222222
21,1546293806.0,1546293806.0,50.61366195229442,55.942690742660574,car,car,0.024444444444444446
22,1546293706.0,1546293706.0,45.073204882628175,44.36624460092374,car,car,0.024722222222222222
23,1546293670.0,1546293670.0,53.353764068133444,41.88033369195974,car,car,0.01888888888888889
24,1546293668.0,1546293668.0,53.30332026697827,36.937627345844184,car,car,0.01861111111111111
25,1546293769.0,1546293769.0,32.21240831894339,46.34240584063918,car,car,0.0275
26,1546293722.0,1546293722.0,51.59982624572603,41.381920557006836,car,car,0.02638888888888889
27,1546293657.0,1546293657.0,54.01265347079976,60.94261906654412,bus,bus,0.018333333333333333
28,1546293829.0,1546293829.0,60.4598502456168,32.53412469215606,bus,bus,0.026111111111111113
29,1546293667.0,1546293667.0,28.403411681203504,34.992211269280155,car,car,0.042777777777777776
30,1546293640.0,1546293640.0,37.07829507985682,52.16493731866743,car,car,0.04138888888888889
31,1546293788.0,1546293788.0,60.99212101771216,52.25018772309535,car,car,-0.008888888888888889
32,1546293723.0,1546293723.0,26.3012656777483,33.864143756125934,car,car,0.043055555555555555
