id,type,driverType,maxSpeed,valueTime,probLaneChange,startTs,nodeOrigin_id,nodeDest_id,finishTs,laneType,currentLane_id,currentLaneProgress,timeBudget,changeLane
1,car,0,79,35.91184404553418,0.3,1546293600.0,12,1,1546293841.0,0,,,0.0,0
10,car,0,77,36.5454834272341,0.5,1546293609.0,12,1,1546293854.0,0,,,0.0,0
100,car,1,71,55.83261948605259,0.7,1546293699.0,5,12,1546294059.0,0,,,0.0,0
1000,car,1,73,47.440601225883256,0.8,1546294599.0,24,4,1546295109.0,0,,,0.0,0
1001,car,1,74,68.16010078547798,0.7,1546294600.0,24,4,1546294919.0,1,,,0.0,0
1002,car,0,77,57.77527830617718,0.3,1546294601.0,24,4,1546294920.0,1,,,0.0,0
1003,car,1,75,46.11871198897688,1.0,1546294602.0,24,4,1546295112.0,0,,,0.0,0
1004,car,0,71,39.13448449658191,0.1,1546294603.0,24,4,1546295112.0,0,,,0.0,0
1005,bus,0,55,70.6328004616314,0.3,1546294604.0,24,4,1546294923.0,1,,,0.0,0
1006,bus,1,40,45.24413262428185,0.7,1546294605.0,24,4,1546295111.0,0,,,0.0,0
1007,car,1,73,61.16241563785671,0.7,1546294606.0,4,24,1546294879.0,1,,,0.0,0
1008,car,0,72,41.932201311054655,0.1,1546294607.0,4,24,1546295006.0,0,,,0.0,0
1009,car,0,70,45.27744768145126,0.4,1546294608.0,4,24,1546295007.0,0,,,0.0,0
101,car,1,70,52.038502302528904,0.6,1546293700.0,5,12,1546294060.0,0,,,0.0,0
1010,car,0,77,60.700632833846015,0.2,1546294609.0,4,24,1546294882.0,1,,,0.0,0
1011,car,0,78,37.7053272183579,0.2,1546294610.0,4,24,1546295007.0,0,,,0.0,0
1012,car,1,77,55.44154793818383,1.0,1546294611.0,4,24,1546294882.0,1,,,0.0,0
1013,car,1,79,47.03126076832668,0.8,1546294612.0,4,24,1546295008.0,0,,,0.0,0
1014,car,1,79,57.249913410288,0.6,1546294613.0,4,24,1546294885.0,1,,,0.0,0
1015,car,1,73,51.60922702637128,0.9,1546294614.0,4,24,1546294885.0,1,,,0.0,0
1016,car,0,76,39.459967446782926,0.4,1546294615.0,4,24,1546295010.0,0,,,0.0,0
1017,car,0,80,47.95134328712997,0.3,1546294616.0,4,24,1546295011.0,0,,,0.0,0
1018,car,1,72,61.699556814949254,0.8,1546294617.0,4,24,1546294887.0,1,,,0.0,0
1019,bus,1,40,54.058602926209026,0.7,1546294618.0,4,24,1546294888.0,1,,,0.0,0
102,car,1,76,26.569113289754416,1.0,1546293701.0,5,12,1546294060.0,0,,,0.0,0
1020,bus,1,43,36.76417422702619,0.8,1546294619.0,4,24,1546295006.0,0,,,0.0,0
1021,car,0,70,58.8250607177011,0.4,1546294620.0,24,5,1546294990.0,1,,,0.0,0
1022,car,1,76,59.03539557323384,0.7,1546294621.0,24,5,1546294991.0,1,,,0.0,0
1023,car,0,74,52.89086214623821,0.4,1546294622.0,24,5,1546294991.0,1,,,0.0,0
1024,car,1,73,55.00871938914994,0.6,1546294623.0,24,5,1546294990.0,1,,,0.0,0
1025,car,0,71,53.985798550903134,0.4,1546294624.0,24,5,1546294991.0,1,,,0.0,0
1026,car,0,77,52.09333859029892,0.3,1546294625.0,24,5,1546294991.0,1,,,0.0,0
1027,car,1,75,57.14870960287476,0.9,1546294626.0,24,5,1546294990.0,1,,,0.0,0
1028,car,1,73,42.89143243967197,0.9,1546294627.0,24,5,1546295210.0,0,,,0.0,0
1029,car,1,77,54.837072251162866,1.0,1546294628.0,24,5,1546294991.0,1,,,0.0,0
103,car,0,75,39.424932441267984,0.1,1546293702.0,5,12,1546294060.0,0,,,0.0,0
1030,car,1,80,45.487926809850485,0.7,1546294629.0,24,5,1546295210.0,0,,,0.0,0
1031,car,0,79,45.24126527103631,0.1,1546294630.0,24,5,1546295204.0,0,,,0.0,0
1032,car,0,72,42.517345977172916,0.3,1546294631.0,24,5,1546295204.0,0,,,0.0,0
1033,bus,1,46,34.94784234949924,0.9,1546294632.0,24,5,1546295210.0,0,,,0.0,0
1034,bus,0,58,41.15263370766081,0.3,1546294633.0,24,5,1546295210.0,0,,,0.0,0
1035,car,0,79,40.67132473504329,0.2,1546294634.0,5,24,1546295221.0,0,,,0.0,0
1036,car,0,80,58.1285819742757,0.2,1546294635.0,5,24,1546295221.0,0,,,0.0,0
1037,car,0,75,43.791377808804405,0.0,1546294636.0,5,24,1546295205.0,0,,,0.0,0
1038,car,1,72,53.0637365841763,0.6,1546294637.0,5,24,1546294971.0,1,,,0.0,0
1039,car,0,70,60.992354285455775,0.4,1546294638.0,5,24,1546295205.0,0,,,0.0,0
104,car,1,77,58.402109785109545,1.0,1546293703.0,5,12,1546294061.0,0,,,0.0,0
1040,car,0,80,28.16973278501888,0.4,1546294639.0,5,24,1546295221.0,0,,,0.0,0
1041,car,0,72,55.61907475301128,0.3,1546294640.0,5,24,1546295221.0,0,,,0.0,0
1042,car,1,75,45.96922856764204,0.9,1546294641.0,5,24,1546295205.0,0,,,0.0,0
1043,car,0,76,55.85673107455411,0.3,1546294642.0,5,24,1546295205.0,0,,,0.0,0
1044,car,0,78,53.43909393777634,0.0,1546294643.0,5,24,1546295221.0,0,,,0.0,0
