id,departureTs,departureTs_c,VOT,VOT_c,type,type_c,TravelTimeDifference(h)
1,1546293601.0,1546293601.0,37.6105081237937,37.6105081237937,car,car,0.011666666666666667
2,1546293601.0,1546293601.0,44.65628991427984,44.65628991427984,car,car,0.011666666666666667
3,1546293601.0,1546293601.0,56.978137265347925,56.978137265347925,car,car,0.011666666666666667
4,1546293601.0,1546293601.0,40.57923027928334,40.57923027928334,car,car,0.011666666666666667
5,1546293601.0,1546293601.0,41.49661128260614,41.49661128260614,car,car,0.011666666666666667
6,1546293601.0,1546293601.0,43.255017917861444,43.255017917861444,car,car,0.011666666666666667
7,1546293601.0,1546293601.0,60.95607550004196,60.95607550004196,bus,bus,0.011666666666666667
8,1546293601.0,1546293601.0,41.534769416120284,41.534769416120284,car,car,0.020555555555555556
9,1546293601.0,1546293601.0,35.770713635488065,35.770713635488065,car,car,0.020555555555555556
10,1546293601.0,1546293601.0,51.53974496431872,51.53974496431872,car,car,0.020555555555555556
11,1546293601.0,1546293601.0,61.84805330031529,61.84805330031529,car,car,0.020555555555555556
12,1546293601.0,1546293601.0,37.466324447338934,37.466324447338934,car,car,0.020555555555555556
13,1546293601.0,1546293601.0,55.49261137479748,55.49261137479748,car,car,0.020555555555555556
14,1546293601.0,1546293601.0,56.94769107668493,56.94769107668493,bus,bus,0.020555555555555556
15,1546293601.0,1546293601.0,43.9974985114986,43.9974985114986,car,car,0.03277777777777778
16,1546293601.0,1546293601.0,48.60674743463276,48.60674743463276,car,car,0.03277777777777778
17,1546293601.0,1546293601.0,50.321322215786346,50.321322215786346,car,car,-0.014166666666666666
18,1546293601.0,1546293601.0,49.29844858621907,49.29844858621907,car,car,0.03277777777777778
19,1546293601.0,1546293601.0,40.321117333277435,40.321117333277435,bus,bus,0.03166666666666667
20,1546293601.0,1546293601.0,63.50668226430858,63.50668226430858,bus,bus,-0.013055555555555556
21,1546293601.0,1546293601.0,32.29120595507134,32.29120595507134,car,car,0.034166666666666665
22,1546293601.0,1546293601.0,43.024029346886906,43.024029346886906,car,car,0.034166666666666665
23,1546293601.0,1546293601.0,47.09440747387831,47.09440747387831,car,car,0.034166666666666665
24,1546293601.0,1546293601.0,63.221668589312266,63.221668589312266,car,car,-0.0016666666666666668
25,1546293601.0,1546293601.0,39.82742012093551,39.82742012093551,bus,bus,0.022222222222222223
26,1546293601.0,1546293601.0,61.0297649153192,61.0297649153192,bus,bus,-0.008611111111111111
27,1546293601.0,1546293601.0,45.350697044588436,45.350697044588436,car,car,0.017222222222222222
28,1546293601.0,1546293601.0,41.66845898255157,41.66845898255157,car,car,0.017222222222222222
29,1546293601.0,1546293601.0,34.63493390027255,34.63493390027255,car,car,0.017222222222222222
30,1546293601.0,1546293601.0,59.6509973093112,59.6509973093112,car,car,0.017222222222222222
31,1546293601.0,1546293601.0,37.97822247977935,37.97822247977935,bus,bus,0.017222222222222222
32,1546293601.0,1546293601.0,49.952157617285124,49.952157617285124,bus,bus,0.017222222222222222
33,1546293601.0,1546293601.0,49.21505532222018,49.21505532222018,car,car,0.020277777777777777
34,1546293601.0,1546293601.0,56.29113711904119,56.29113711904119,car,car,0.020277777777777777
35,1546293601.0,1546293601.0,40.796000756231045,40.796000756231045,car,car,0.020277777777777777
36,1546293601.0,1546293601.0,57.15246617324108,57.15246617324108,car,car,0.020277777777777777
37,1546293601.0,1546293601.0,51.58543186565505,51.58543186565505,bus,bus,0.020277777777777777
38,1546293601.0,1546293601.0,53.14935967396781,53.14935967396781,bus,bus,0.020277777777777777
39,1546293601.0,1546293601.0,37.78398344921917,37.78398344921917,car,car,0.015277777777777777
40,1546293601.0,1546293601.0,62.13142712080113,62.13142712080113,car,car,-0.009722222222222222
41,1546293601.0,1546293601.0,53.79342687112805,53.79342687112805,car,car,-0.009722222222222222
42,1546293601.0,1546293601.0,51.99996441170821,51.99996441170821,car,car,-0.009722222222222222
43,1546293601.0,1546293601.0,55.389434019143195,55.389434019143195,car,car,-0.009722222222222222
44,1546293601.0,1546293601.0,26.31583727135022,26.31583727135022,car,car,0.015277777777777777
45,1546293601.0,1546293601.0,54.49444740155119,54.49444740155119,car,car,-0.009722222222222222
46,1546293601.0,1546293601.0,73.46852319467231,73.46852319467231,car,car,-0.009722222222222222
47,1546293601.0,1546293601.0,35.60924174014987,35.60924174014987,bus,bus,0.014166666666666666
48,1546293601.0,1546293601.0,55.122949460766364,55.122949460766364,bus,bus,-0.009722222222222222
49,1546293601.0,1546293601.0,66.45920698978061,66.45920698978061,car,car,-0.0075
50,1546293601.0,1546293601.0,49.772014966298634,49.772014966298634,car,car,0.021666666666666667
51,1546293601.0,1546293601.0,48.446115729076695,48.446115729076695,car,car,0.021666666666666667
52,1546293601.0,1546293601.0,53.63142820874514,53.63142820874514,car,car,-0.0075
53,1546293601.0,1546293601.0,46.62417002882462,46.62417002882462,car,car,0.021666666666666667
54,1546293601.0,1546293601.0,66.015768534286,66.015768534286,car,car,-0.0075
55,1546293601.0,1546293601.0,56.82182854161971,56.82182854161971,car,car,-0.0075
56,1546293601.0,1546293601.0,45.581840094315965,45.581840094315965,car,car,0.021666666666666667
57,1546293601.0,1546293601.0,57.805124084895944,57.805124084895944,bus,bus,-0.0075
58,1546293601.0,1546293601.0,38.38228998972417,38.38228998972417,bus,bus,0.021666666666666667
59,1546293601.0,1546293601.0,46.45982521831462,46.45982521831462,car,car,0.030555555555555555
60,1546293601.0,1546293601.0,38.73158499874247,38.73158499874247,car,car,0.030555555555555555
61,1546293601.0,1546293601.0,55.18090918703699,55.18090918703699,car,car,-0.014722222222222222
62,1546293601.0,1546293601.0,52.467810011730016,52.467810011730016,car,car,-0.014722222222222222
63,1546293601.0,1546293601.0,45.1363735092844,45.1363735092844,car,car,0.030555555555555555
64,1546293601.0,1546293601.0,48.89111529553547,48.89111529553547,car,car,0.030555555555555555
65,1546293601.0,1546293601.0,38.37554738865899,38.37554738865899,bus,bus,0.03027777777777778
66,1546293601.0,1546293601.0,48.039248635917986,48.039248635917986,bus,bus,0.03027777777777778
67,1546293601.0,1546293601.0,32.230282271608374,32.230282271608374,car,car,0.03194444444444444
68,1546293601.0,1546293601.0,42.76255874805833,42.76255874805833,car,car,0.03194444444444444
69,1546293601.0,1546293601.0,47.98770209267658,47.98770209267658,car,car,0.03194444444444444
70,1546293601.0,1546293601.0,36.13699373435891,36.13699373435891,car,car,0.03194444444444444
71,1546293601.0,1546293601.0,46.093184496074166,46.093184496074166,car,car,0.03194444444444444
